candidate,sentiment,text,tweet_coord
Donald Trump,Neutral,äóÖONLY ROSIE': Donald Trump Takes a Dig at Rosie Oäó»Donnell During #GOPDebateäó_ the Crowd Roars..... http://t.co/39sqc4VTVc via @regisgiles,
Donald Trump,Negative,RT @Ryan_N_Wiggins: Trump short: Casinos fail. I'm proud I ran a casino into the ground. Trust me to make equally smart decisions for the cäó_,
Marco Rubio,Negative,"If you close your eyes, Marco Rubio and Matt Damon are actually the same person @marcorubio #mattdamon #GOPDebate",
Donald Trump,Neutral,RT @4BillLewis: .@Rosie O'Donnell Responds to @realDonaldTrump Mid-Debate Insult http://t.co/hvN3G3c9Kq http://t.co/jPpgQi9TBN #GOPDebate #äó_,
Donald Trump,Negative,Rush Limbaugh seems to think #FoxNews did a hit job on Trump. #GOPDebate,
Donald Trump,Negative,"If @realDonaldTrump were the Titanic, the iceberg would sink. #GOPDebate",
Donald Trump,Negative,"@guypbenson No Guy. Trump shoots the messenger, as he did with Meagan Kelly last night. Must be a habitual response of his. #GOPDebate",
Donald Trump,Neutral,"RT @PruneJuiceMedia: Fox to Trump: Your financial practices are a shitty mess. How will you differ as POTUS?
Trump: I wonäó»t. Other people äó_",
Marco Rubio,Positive,"RT @GrahamVyse: Writing for @InsideSourcesDC, @ErinMcPike argues last night was a good night for @marcorubio: http://t.co/8TE0NZqhRv #GOPDeäó_",
Donald Trump,Negative,Why the national debt is increasing instead of decreasing? @realDonaldTrump and I will solve this problem! #GOPDebate #Inconsistent,
Donald Trump,Negative,"RT @JohnGGalt: This is a manufactured hit job on Donald Trump, Fox News has no class and it's transparent and pathetic, makes me sick. #GOPäó_",
Donald Trump,Negative,This Trump vs. Fox News conflict is quite the conundrum. Itäó»s like the personification of Greed vs. Hate. Who do I root for!?! #GOPDebate,
Donald Trump,Positive,Public policy and the #gopdebate or why #donaldtrump is winning. http://t.co/2Tv5M6onVo,
Donald Trump,Neutral,RT @mVespa1: Donald Trump Refuses to Rule Out Third Party Run on GOP Debate Stage  http://t.co/i4YywfLSy2 #tcot #GOPdebate,
Donald Trump,Negative,This is that rare instance when I have to agree with @IAMMGraham. @realDonaldTrump's performance in the #GOPDebate will hurt him. @ghook,
Donald Trump,Negative,"Yeah, how dare that birch stand up for women's issues?  So much respect for @megynkelly now. #GOPDebate  https://t.co/k7E0ttVsKO",
Marco Rubio,Negative,Yes Marco Rubio Actually Said The Iraq Invasion 'Was Not A Mistake' http://t.co/xRowKHyMm1 #GOPDebate http://t.co/vjMjdMByHV,
Donald Trump,Negative,RT @DNchef: @jjauthor @yewkalaylee @learjetter @megynkelly @realDonaldTrump ...whether you support him or not. it was shameful. #GOPDebate,
Donald Trump,Negative,"RT @MikeDrucker: ""If you elect me, I'll be the best comic book villain president you've ever seen!"" - Donald Trump #GOPDebate",
Donald Trump,Negative,"#GOPDebate
Cands/Mods: Trump, you can't run independent! We'll lose!
Me: Your last pick said http://t.co/c2r0qZdexv was a real live person.",
Donald Trump,Negative,RT @MakinH15TORY: Lol @ Trump #GOPDebate,
Donald Trump,Negative,#GOPDebate Donald Trump hates Mexicans? http://t.co/Ut1zaW9vK4,
Ted Cruz,Neutral,RT @RickCanton: #CruzCrew - no amnesty. Of course. Most Constitutionally sound candidate. #GOPDebate http://t.co/0Y54WTIstm,
Ted Cruz,Positive,RT @tedcruz: Over the past six years we've seen the results of the Obama-Clinton foreign policy. Leading from behind is a disaster. #GOPDebäó_,
Ted Cruz,Positive,"RT @BuckSexton: Ted Cruz is positioning himself as all the fight and fury of Trump, without the unpredictability. Smart move. #GOPDebate",
Donald Trump,Negative,"RT @djmorris55: .@realDonaldTrump calls 3rd party talk ""leverage."" Sounds like extortion. Pick me or I'll make you lose. #gopdebate @Kiplinäó_",
Donald Trump,Neutral,RT @Writeintrump: #GOPDebate After Party Update: I'm still waiting for Ben Carson to introduce me to those twins he bragged about.  I hope äó_,
Donald Trump,Negative,"RT @DebbyRevere: @realDonaldTrump @smartvalueblog #trump said he wasn't preparing &amp; true enuff you could tell. #GOPDebate take run serious,äó_",
Donald Trump,Negative,@realDonaldTrump whaah _ôÖ__ôÖ_ @megynkelly &amp; #foxnews was unfair to me They shouldn't ask questions about what I say _ôÖ__ôÖ_ #gopdebate,
Donald Trump,Negative,@jjauthor @yewkalaylee @learjetter @megynkelly @realDonaldTrump ...whether you support him or not. it was shameful. #GOPDebate,
Ted Cruz,Positive,"RT @tedcruz: We've seen a lot of campaign conservatives, but if we're going to win in 2016, we need a consistent conservative. #GOPDebate #äó_",
Donald Trump,Neutral,RT @AnjDelgado: Check out how @washingtonpost used @Genius to annotate last night's #GOPDebate http://t.co/f3GU92M8PL @wendygreen_ @traveliäó_,
Donald Trump,Negative,"Based on his rhetoric, I assume when Donald Trump looks at Megyn Kelly, he sees Miss Piggy.
#GOPDebate",
Donald Trump,Negative,"Trump invites Hillary Clinton to his (3rd) wedding... but blasts Megyn Kelly during/after the debate.
And he's a ""Republican""??? #GOPDebate",
Donald Trump,Negative,RT @Daenerys: Donald Trump got The Wall idea from Game of Thrones. #GOPDebate,
Marco Rubio,Positive,RT @ChadPergram: Rubio: God has blessed the Republicans with some very kind candidates. The Democrats can't even find one. #GOPDebate,
Donald Trump,Negative,"RT @StudyingLiberty: Apparently Trump, the ""tell it like it is"" guy, can't handle some tough questions that point out his utter hypocrisy. äó_",
Donald Trump,Positive,"While I sometimes don't like @realDonaldTrump 's character, he's still the only candidate calling it like it is. #GOPDebate #ycot",
Marco Rubio,Positive,"#GOPDebate #GOP Marco Rubio had the best zinger of the night ""how fortunate we are to have so many good candidates while the Dems have none!",
Donald Trump,Neutral,Watch the #GOPDebate last nite? Well than you are ready for #trump this: the United States of #mexchat this Monday Aug10. 1pm ET,"[25.07852081, -80.44294696]"
Donald Trump,Negative,@Marmel Wondered same thing. And Trump did mention her firing in one of his recent diatribes. Surprised he didn't diss her @ #GOPDebate.,
John Kasich,Negative,"RT @mrmilianspeaks: Sam Dubose, Tamir rice, and John Crawford all died in Kasichs state and he dodged the police brutality question. #GOPDeäó_",
Donald Trump,Negative,"RT @FrankLuntz: My focus group actually likes Donald Trump as a person and a businessmanäó_ But not as a candidate.  #GOPDebate
http://t.co/äó_",
Donald Trump,Negative,.@gatewaypundit @megynkelly @realDonaldTrump Megyn= the new Candy Crowley. They blundered badly. FOX exposed themselves. #GOPDebate,
Donald Trump,Negative,"RT @feministabulous: Trump can say ""I hate the concept of abortion"" because he'll NEVER NEED ONE. #GOPDebate",
Donald Trump,Negative,"RT @benshapiro: If you want to finish Trump, you DO NOT FEED THE TROLL. Fox News fed the troll a five-course banquet. #GOPDebate",
Marco Rubio,Positive,@marcorubio #GOPDebate winner in my book! #dale #cuban,
Marco Rubio,Neutral,On #immigrationreform #GOPDebate @marcorubio: most are Central Americans not Mexicans (true) and he wants electronic monitoring systems,
Marco Rubio,Positive,RT @michaelkruse: I agree with @mikeallen. Marco Rubio helped himself the most. http://t.co/k7tgoYm8Bi @politico #GOPDebate,
Donald Trump,Positive,IMO @realDonaldTrump was targeted by @FoxNews in a biased attack No choice but 2 b on defens Could not offer any real subsatnce #GOPDebate,
John Kasich,Positive,"Montel Williams Just Endorsed John Kasich For President.
#GOPDebate http://t.co/eZ9yL3UXXs",
Donald Trump,Negative,Just read @realDonaldTrump's early morning Twitter rants. . .there are reasons why it's not recommended to mix drugs and alcohol. #GOPDebate,
John Kasich,Neutral,RT @4BillLewis: #JohnKasich hawking hats on #Twitter - #GOPDebate #FoxDebate #socialmedia #Kasich4Us #retweet #realdonaldtrump #marcorubio äó_,
Donald Trump,Neutral,"RT @jangelgonzalo: The GOP debate, charted word by word http://t.co/utUowZIvj6 #GOPDebate",
Donald Trump,Negative,"@megynkelly going.Ronda Rousey on @realDonaldTrump 's  posterior and his childish comeback was a ""where were you when?"" moment.#GOPDebate",
Donald Trump,Negative,RT @princeofbordue1: WRONG! #EPICFAIL @megynkelly attacked @realDonaldTrump from the start. There nothing fair and balanced. #GOPDebate  htäó_,
Ted Cruz,Neutral,RT @RMConservative: #GOPDebate: Did Cruz Trump Trump Last Night?  https://t.co/Zc1kX9yPy7 via @CR,
Donald Trump,Negative,"RT @Timcast: Trump's flaunting of wealth has literally nothing to do with having good ideas and being a good leader, its just gross. #GOPDeäó_",
Donald Trump,Neutral,RT @ChrisShurley: @OutnumberedFNC #charleskrauthammer is a #fossil who just loves #MegynKelly. He's out of his mind on @realDonaldTrump froäó_,
Ted Cruz,Negative,"RT @kckshrugged: Where's ted Cruz #gopdebate Fox News unfair. Softballs for Rubio, kasich, Jeb. @realDonaldTrump getting unfair questions",
Marco Rubio,Neutral,"RT @LiveAction: .@MarcoRubio: ""I believe that every single human being is entitled to the protection of our laws, whether they can vote or äó_",
Donald Trump,Negative,"RT @Kerryepp: What if the media had treated Barack Obama liked Fox journalists treated Donald Trump? http://t.co/uHuNkEXEPX
#GOPDebate #tcoäó_",
Donald Trump,Negative,RT @johnnyfriegas: If I was a conspiracy guy I'd say FOX wants to hurt Trump by asking him questions and hurt Cruz by NOT asking him questiäó_,
Donald Trump,Negative,"One thing you can say about the #GOPDebate last night, #DonaldTrump pretty much screwed himself of any chance of becoming President -",
Donald Trump,Negative,"RT @KevinOfTheHill: Waiting for Trump to declare that he is god
#GOPDebate",
Donald Trump,Negative,Ignorant. Obnoxious. Repulsive. And Intolerable. Donald Trump is a pure JOKE! Americans cannot let this CLOWN become president! #GOPDebate,
Donald Trump,Negative,"RT @HoldenMirror: The real voice of the #GOP in the #GOPDebate was @realDonaldTrump. @FoxNews don't be mad, he's only parroting what you haäó_",
Donald Trump,Negative,@realDonaldTrump I view this Buffoon as a schoolyard bully who can't function in a normal society. #GOPDebate,
Donald Trump,Negative,RT @MolonLabe1776us: How much did CNN/MSNBC/ Hillary pay @megynkelly to moderate tonights debate? #GOPDebate @realDonaldTrump http://t.co/Jäó_,
Donald Trump,Positive,RT @toddstarnes: So this isnäó»t a äóìBash Trumpäóù debate. This is a äóìDestroy Trumpäóù debate. But Trump is still standing. #GOPDebate,
Ted Cruz,Negative,shit son @tedcruz got told to stfu #GOPDebate hahahahaha,
Donald Trump,Negative,"I loathe Faux Nooz, kudos to Ms. Kelly going after ""Da Donald,"" the misogynistic, bloviating, xenophobic, carnival barker. #GOPdebate",
Donald Trump,Positive,RT @JohnGGalt: äóìWe don't have time for tone...we have to go out and get the job done.äóù äóîDonald Trump #GOPDebate http://t.co/mIYhIPDkqs,
Donald Trump,Negative,"RT @deray: Trump is absolutely out of control. Someone, please send the clip of him sharing, ""What am I saying?"" to the moderator. #GOPDebaäó_",
Donald Trump,Negative,"@realDonaldTrump hates strong, independent, women. I'm shocked he doesn't tell his daughter to put a dick in her mouth &amp; hush #GOPDebate",
Donald Trump,Negative,"RT @tpirkl: #GOPDebate was a hot mess &amp; #FoxNews gets some blame but this was a setup by #GOP to crush #Trump, ignore #Cruz &amp; prop up #Jeb.äó_",
Donald Trump,Negative,"RT @EricTTung: ""We've not seen any #immigration proposal or plan from @realDonaldTrump""  @JMurguia_NCLR of @NCLR #GOPDebate",
Donald Trump,Negative,"RT @LadyLiberty1885: This @foxnews debate was about pushing trump down, lifting up Common core Jeb and silencing Cruz. #gopdebate",
Donald Trump,Negative,RT @benshapiro: Don't want Trump to run third party? Don't give his supporters a reason to feel aggrieved. Opportunity blown. #GOPDebate,
Donald Trump,Positive,"Trump &amp; co drew NBA Finals type viewership for #GOPdebate, MURICA wins again.",
Donald Trump,Neutral,"RT @ARTEM_KLYUSHIN: .@realDonaldTrump just posted this video of him arriving to the #GOPdebate
https://t.co/kmtareY88s",
Marco Rubio,Positive,"RT @rumpfshaker: Having attended @marcorubio &amp; @GovernorPerry's announcements, I assure you both mentioned illegal immigration as a prioritäó_",
John Kasich,Positive,RT @CSingerling: John #Kasichäó»s Standout Performance in #GOPDebate | http://t.co/UC6zGUjYvM | http://t.co/pNpFOwV7Ix #Kasich4Us #Experienceäó_,
Ted Cruz,Neutral,#GOPDebate: Did Cruz Trump Trump? https://t.co/PuIXp0vm8I,
Donald Trump,Negative,I didn't think a single candidate distinguished themselves last night &amp; I think Trump did what I expected...more of the same. #GOPDebate,
Ted Cruz,Neutral,RT @tedcruz: #CruzCrew: RT if you're tuning in! http://t.co/Xx2BP5QKcY #GOPDebate http://t.co/rGjjSZQdrZ,
Donald Trump,Neutral,#GOPdebate: So now what do you think of Donald J. Trump?  He had the most minutes of any candidate. Did he change... http://t.co/1qpscJVIku,
Donald Trump,Negative,RT @iamrapaport: The only debate anyone really cares about @iamrapaport #wedontfactcheck @michaelrapaport @GeraldMoody1560 #GOPDebate http:äó_,
Donald Trump,Negative,"So Trump got Trumped by @megynkelly and what does he do... Whines like a ""mamas boy"" and calls her a bimbo. #GOPDebate #KeepItUpMegyn",
Donald Trump,Negative,".@RealDonaldTrump retweets Twitter users calling @megynkelly a ""bimbo"" and ""unbecoming"" after #GOPdebate http://t.co/sQykqA97bs",
Donald Trump,Negative,I wish there was more CGI in the #GOPDebate when the candidates called out Trump as not being helpful to Americans. http://t.co/ladgpa1REz,
Marco Rubio,Positive,New post! http://t.co/i1LPjGgehD @marcorubio shines #GOPDebate #trump #bush #carson #fiorina #FoxNews,
John Kasich,Positive,RT @JohnConti78: Article calling @JohnKasich's performance at #GOPDebate 'Fantastic' http://t.co/0qhbseqeZ8  #Kasich4Us #Kasich2016,
Donald Trump,Negative,"RT @senatorshoshana: If @megynkelly is a bimbo, as @realDonaldTrump says, shouldn't he have had a super easy time answering her questions? äó_",
Marco Rubio,Negative,"#Cuban rpt he liked #Rubio #GOPDebate. Easy 4him 2say, try livin w/him down here in #Florida &amp; C how much u like him #politicalnightmare :(",
Ted Cruz,Negative,"RT @DamienFahey: äóìSenator Cruz, your ears look like large oysters. Please explain.äóù #GOPDebate",
Donald Trump,Negative,"RT @jefftiedrich: The Republican Party wakes up with a huge hangover, a splitting headache and no idea why it's in bed with Donald Trump. #äó_",
Donald Trump,Negative,all i learned from #GOPDebate is that @realDonaldTrump is a sexist pig w/ MO shock value for the ignorant-wow that debate was drunkenky dumb,
Ted Cruz,Positive,RT @MN2A4ASupporter: With first debate over.... hands down @TedCruz is my pick for President! #GOPDebate http://t.co/g0jq1Y53bo,
Donald Trump,Negative,"Pouty face Donald bullies around at the GOP debate. I'm rich &amp; loud &amp; do what I want, if I can get away with it! #GOPDebate",
Donald Trump,Neutral,"RT @ARTEM_KLYUSHIN: Trump family prior to getting off plane in Cleveland, Ohio. #GOPDebate 
#MakeAmericaGreatAgain  
#Trump2016_ôˆ__ôˆŸ http://t.äó_",
Donald Trump,Negative,@megynkelly is very biased or she was paid off to assassinate @realDonaldTrump during the #GOPDebate #KellyFailed,
Donald Trump,Positive,"@Suthen_boy Trump exposed the fact that every other candidate is nothing more than the puppet of their wealthy benefactors!  
#GOPDebate",
Donald Trump,Negative,"@Doc_68W_ Fox tried hard to torpedo Trump, from the opening question to ques abt his remarks abt women. #GOPDebate See also Rove's WSJ piece",
Donald Trump,Negative,"The real voice of the #GOP in the #GOPDebate was @realDonaldTrump. @FoxNews don't be mad, he's only parroting what you have been sying 4yrs.",
John Kasich,Neutral,Kasich tweets about response to question on gay marriage during #GOPDebate on #FoxNews https://t.co/rhhOgIIbCL,
